,block,block_id,parameter,address,parameter_name,access,size_byte,default_value,param_mask,param_shift,max_value
283,ZESUPPRESS,10,ZS_c_i_35,0x096e,ZESUPPRESS_10_ZS_c_i_35,RW,3,0x0,255,13,255
285,ZESUPPRESS,10,ZS_pass_i_35,0x096f,ZESUPPRESS_10_ZS_pass_i_35,RW,3,0x0,1,21,1
286,ZESUPPRESS,10,ZS_mask_i_35,0x096f,ZESUPPRESS_10_ZS_mask_i_35,RW,3,0x0,1,22,1
288,ZESUPPRESS,10,ZS_lambda_36,0x0970,ZESUPPRESS_10_ZS_lambda_36,RW,3,0x0,127,0,127
289,ZESUPPRESS,10,ZS_kapa_36,0x0970,ZESUPPRESS_10_ZS_kapa_36,RW,3,0x0,63,7,63
291,ZESUPPRESS,10,ZS_c_i_36,0x0971,ZESUPPRESS_10_ZS_c_i_36,RW,3,0x0,255,13,255
293,ZESUPPRESS,10,ZS_pass_i_36,0x0972,ZESUPPRESS_10_ZS_pass_i_36,RW,3,0x0,1,21,1
294,ZESUPPRESS,10,ZS_mask_i_36,0x0972,ZESUPPRESS_10_ZS_mask_i_36,RW,3,0x0,1,22,1
0,ZESUPPRESS,11,ZS_lambda_00,0x0973,ZESUPPRESS_11_ZS_lambda_00,RW,3,0x0,127,0,127
1,ZESUPPRESS,11,ZS_kapa_00,0x0973,ZESUPPRESS_11_ZS_kapa_00,RW,3,0x0,63,7,63
3,ZESUPPRESS,11,ZS_c_i_00,0x0974,ZESUPPRESS_11_ZS_c_i_00,RW,3,0x0,255,13,255
5,ZESUPPRESS,11,ZS_pass_i_00,0x0975,ZESUPPRESS_11_ZS_pass_i_00,RW,3,0x0,1,21,1
6,ZESUPPRESS,11,ZS_mask_i_00,0x0975,ZESUPPRESS_11_ZS_mask_i_00,RW,3,0x0,1,22,1
8,ZESUPPRESS,11,ZS_lambda_01,0x0976,ZESUPPRESS_11_ZS_lambda_01,RW,3,0x0,127,0,127
9,ZESUPPRESS,11,ZS_kapa_01,0x0976,ZESUPPRESS_11_ZS_kapa_01,RW,3,0x0,63,7,63
11,ZESUPPRESS,11,ZS_c_i_01,0x0977,ZESUPPRESS_11_ZS_c_i_01,RW,3,0x0,255,13,255
13,ZESUPPRESS,11,ZS_pass_i_01,0x0978,ZESUPPRESS_11_ZS_pass_i_01,RW,3,0x0,1,21,1
14,ZESUPPRESS,11,ZS_mask_i_01,0x0978,ZESUPPRESS_11_ZS_mask_i_01,RW,3,0x0,1,22,1
16,ZESUPPRESS,11,ZS_lambda_02,0x0979,ZESUPPRESS_11_ZS_lambda_02,RW,3,0x0,127,0,127
17,ZESUPPRESS,11,ZS_kapa_02,0x0979,ZESUPPRESS_11_ZS_kapa_02,RW,3,0x0,63,7,63
19,ZESUPPRESS,11,ZS_c_i_02,0x097a,ZESUPPRESS_11_ZS_c_i_02,RW,3,0x0,255,13,255
21,ZESUPPRESS,11,ZS_pass_i_02,0x097b,ZESUPPRESS_11_ZS_pass_i_02,RW,3,0x0,1,21,1
22,ZESUPPRESS,11,ZS_mask_i_02,0x097b,ZESUPPRESS_11_ZS_mask_i_02,RW,3,0x0,1,22,1
24,ZESUPPRESS,11,ZS_lambda_03,0x097c,ZESUPPRESS_11_ZS_lambda_03,RW,3,0x0,127,0,127
25,ZESUPPRESS,11,ZS_kapa_03,0x097c,ZESUPPRESS_11_ZS_kapa_03,RW,3,0x0,63,7,63
27,ZESUPPRESS,11,ZS_c_i_03,0x097d,ZESUPPRESS_11_ZS_c_i_03,RW,3,0x0,255,13,255
29,ZESUPPRESS,11,ZS_pass_i_03,0x097e,ZESUPPRESS_11_ZS_pass_i_03,RW,3,0x0,1,21,1
30,ZESUPPRESS,11,ZS_mask_i_03,0x097e,ZESUPPRESS_11_ZS_mask_i_03,RW,3,0x0,1,22,1
32,ZESUPPRESS,11,ZS_lambda_04,0x097f,ZESUPPRESS_11_ZS_lambda_04,RW,3,0x0,127,0,127
33,ZESUPPRESS,11,ZS_kapa_04,0x097f,ZESUPPRESS_11_ZS_kapa_04,RW,3,0x0,63,7,63
35,ZESUPPRESS,11,ZS_c_i_04,0x0980,ZESUPPRESS_11_ZS_c_i_04,RW,3,0x0,255,13,255
37,ZESUPPRESS,11,ZS_pass_i_04,0x0981,ZESUPPRESS_11_ZS_pass_i_04,RW,3,0x0,1,21,1
38,ZESUPPRESS,11,ZS_mask_i_04,0x0981,ZESUPPRESS_11_ZS_mask_i_04,RW,3,0x0,1,22,1
40,ZESUPPRESS,11,ZS_lambda_05,0x0982,ZESUPPRESS_11_ZS_lambda_05,RW,3,0x0,127,0,127
41,ZESUPPRESS,11,ZS_kapa_05,0x0982,ZESUPPRESS_11_ZS_kapa_05,RW,3,0x0,63,7,63
43,ZESUPPRESS,11,ZS_c_i_05,0x0983,ZESUPPRESS_11_ZS_c_i_05,RW,3,0x0,255,13,255
45,ZESUPPRESS,11,ZS_pass_i_05,0x0984,ZESUPPRESS_11_ZS_pass_i_05,RW,3,0x0,1,21,1
46,ZESUPPRESS,11,ZS_mask_i_05,0x0984,ZESUPPRESS_11_ZS_mask_i_05,RW,3,0x0,1,22,1
48,ZESUPPRESS,11,ZS_lambda_06,0x0985,ZESUPPRESS_11_ZS_lambda_06,RW,3,0x0,127,0,127
49,ZESUPPRESS,11,ZS_kapa_06,0x0985,ZESUPPRESS_11_ZS_kapa_06,RW,3,0x0,63,7,63
51,ZESUPPRESS,11,ZS_c_i_06,0x0986,ZESUPPRESS_11_ZS_c_i_06,RW,3,0x0,255,13,255
53,ZESUPPRESS,11,ZS_pass_i_06,0x0987,ZESUPPRESS_11_ZS_pass_i_06,RW,3,0x0,1,21,1
54,ZESUPPRESS,11,ZS_mask_i_06,0x0987,ZESUPPRESS_11_ZS_mask_i_06,RW,3,0x0,1,22,1
56,ZESUPPRESS,11,ZS_lambda_07,0x0988,ZESUPPRESS_11_ZS_lambda_07,RW,3,0x0,127,0,127
57,ZESUPPRESS,11,ZS_kapa_07,0x0988,ZESUPPRESS_11_ZS_kapa_07,RW,3,0x0,63,7,63
59,ZESUPPRESS,11,ZS_c_i_07,0x0989,ZESUPPRESS_11_ZS_c_i_07,RW,3,0x0,255,13,255
61,ZESUPPRESS,11,ZS_pass_i_07,0x098a,ZESUPPRESS_11_ZS_pass_i_07,RW,3,0x0,1,21,1
62,ZESUPPRESS,11,ZS_mask_i_07,0x098a,ZESUPPRESS_11_ZS_mask_i_07,RW,3,0x0,1,22,1
64,ZESUPPRESS,11,ZS_lambda_08,0x098b,ZESUPPRESS_11_ZS_lambda_08,RW,3,0x0,127,0,127
65,ZESUPPRESS,11,ZS_kapa_08,0x098b,ZESUPPRESS_11_ZS_kapa_08,RW,3,0x0,63,7,63
67,ZESUPPRESS,11,ZS_c_i_08,0x098c,ZESUPPRESS_11_ZS_c_i_08,RW,3,0x0,255,13,255
69,ZESUPPRESS,11,ZS_pass_i_08,0x098d,ZESUPPRESS_11_ZS_pass_i_08,RW,3,0x0,1,21,1
70,ZESUPPRESS,11,ZS_mask_i_08,0x098d,ZESUPPRESS_11_ZS_mask_i_08,RW,3,0x0,1,22,1
72,ZESUPPRESS,11,ZS_lambda_09,0x098e,ZESUPPRESS_11_ZS_lambda_09,RW,3,0x0,127,0,127
73,ZESUPPRESS,11,ZS_kapa_09,0x098e,ZESUPPRESS_11_ZS_kapa_09,RW,3,0x0,63,7,63
